ActionGeo_Fullname (52)	ActionGeo_Lat (56)	ActionGeo_Long (57)	Actor1Name (6)	Actor1Geo_Fullname (36)	Actor2Name (16)	Actor2Geo_Fullname (44)	EventCode (26)	QuadClass  (29)	AvgTone (34)	SourceURL (60)
"Baghdad, Baghdad, Iraq"	34.0983	-118.327	CANADIAN	"Baghdad, Baghdad, Iraq"	IRAQ	"Baghdad, Baghdad, Iraq"	"Express intent to cooperate, not specified below"	Verbal Cooperation	0.1969	https://www.thestar.com/news/canada/2017/09/15/canadian-special-forces-leave-mosul-as-they-prepare-for-new-battle-in-iraq.html
"Baghdad, Baghdad, Iraq"	26.1504	-80.4831	CANADIAN	"Baghdad, Baghdad, Iraq"	IRAQ	"Baghdad, Baghdad, Iraq"	"Express intent to cooperate, not specified below"	Verbal Cooperation	0.1969	https://www.thestar.com/news/canada/2017/09/15/canadian-special-forces-leave-mosul-as-they-prepare-for-new-battle-in-iraq.html
Canada	26.0194	-80.1801	IRAQ	"Hawija, DiyaláZ, Iraq"	CANADIAN	Canada	"Express intent to cooperate, not specified below"	Material Cooperation	0.1969	https://www.thestar.com/news/canada/2017/09/15/canadian-special-forces-leave-mosul-as-they-prepare-for-new-battle-in-iraq.html
Canada	38.4623	-92.302	IRAQ	"Hawija, DiyaláZ, Iraq"	CANADIAN	Canada	"Consult, not specified below"	Material Conflict	0.1969	https://www.thestar.com/news/canada/2017/09/15/canadian-special-forces-leave-mosul-as-they-prepare-for-new-battle-in-iraq.html
"Alaska, United States"	33.4484	-112.074	AMBASSADOR	"Alaska, United States"	AMERICAN	"Alaska, United States"	Praise or endorse	Material Conflict	0.1883	http://indianexpress.com/article/india/dont-look-at-indo-us-ties-in-a-narrow-trade-perspective-navtej-sarna-4845905/
India	33.4484	-112.074	AMBASSADOR	India	AMERICAN	India	"Arrest, detain, or charge with legal action"	Material Conflict	0.1883	http://indianexpress.com/article/india/dont-look-at-indo-us-ties-in-a-narrow-trade-perspective-navtej-sarna-4845905/
"Alaska, United States"	49.216667	-2.116667	AMBASSADOR	"Alaska, United States"	AMERICAN	"Alaska, United States"	"Engage in material cooperation, not specified below"	Material Conflict	0.1883	http://indianexpress.com/article/india/dont-look-at-indo-us-ties-in-a-narrow-trade-perspective-navtej-sarna-4845905/
"Alaska, United States"	3.16667	101.7	REPRESENTATIVES	"Alaska, United States"	AMERICAN	"Alaska, United States"	"Express intent to cooperate, not specified below"	Material Conflict	0.1871	http://indianexpress.com/article/india/dont-look-at-indo-us-ties-in-a-narrow-trade-perspective-navtej-sarna-4845905/
China			CHINA	China			Praise or endorse	Material Conflict	0.1868	http://www.business-standard.com/article/pti-stories/don-t-look-at-indo-us-ties-in-a-narrow-trade-perspective-sarna-117091600124_1.html
China	9.08333	7.53333	COMMERCE SECRETARY	China	CHINA	China	"Disapprove, not specified below"	Material Conflict	0.1868	http://www.business-standard.com/article/pti-stories/don-t-look-at-indo-us-ties-in-a-narrow-trade-perspective-sarna-117091600124_1.html
India	9.08333	7.53333	THE US	India			"Disapprove, not specified below"	Material Conflict	0.1868	http://www.business-standard.com/article/pti-stories/don-t-look-at-indo-us-ties-in-a-narrow-trade-perspective-sarna-117091600124_1.html
"Alaska, United States"	14.6042	120.982	UNITED STATES	"Alaska, United States"			"Use conventional military force, not specified below"	Material Conflict	0.1868	http://www.business-standard.com/article/pti-stories/don-t-look-at-indo-us-ties-in-a-narrow-trade-perspective-sarna-117091600124_1.html
India	29.7633	-95.3633	UNITED STATES	"Alaska, United States"			Host a visit	Material Conflict	0.1868	http://www.business-standard.com/article/pti-stories/don-t-look-at-indo-us-ties-in-a-narrow-trade-perspective-sarna-117091600124_1.html
India	21.4267	39.8261	CHINA	India			Praise or endorse	Verbal Cooperation	0.1852	http://www.business-standard.com/article/pti-stories/don-t-look-at-indo-us-ties-in-a-narrow-trade-perspective-sarna-117091600124_1.html
India	40.6326	70.4698	REPRESENTATIVES	India	AMERICAN	India	Praise or endorse	Material Conflict	0.1852	http://www.business-standard.com/article/pti-stories/don-t-look-at-indo-us-ties-in-a-narrow-trade-perspective-sarna-117091600124_1.html
"Trenton, Nova Scotia, Canada"	43.4108	-71.5653	CANADA	"Trenton, Nova Scotia, Canada"	IRAQ	"Trenton, Nova Scotia, Canada"	"Make statement, not specified below"	Verbal Cooperation	0.1507	https://www.insidebelleville.com/news-story/7558503-missing-quebec-boy-found-alive-in-ontario/
	43.4108	-71.5653	LEGISLATIVE COUNCIL		MILWAUKEE		"Make statement, not specified below"	Verbal Cooperation	0.0968	http://www.twincities.com/2017/09/15/department-of-justice-rolls-back-program-that-handled-review-of-st-anthony-police-department/
	43.4108	-71.5653	MILWAUKEE		LEGISLATIVE COUNCIL		"Make an appeal or request, not specified below"	Verbal Conflict	0.0968	http://www.twincities.com/2017/09/15/department-of-justice-rolls-back-program-that-handled-review-of-st-anthony-police-department/
	38.3566	-121.988	VILLAGER				"Consult, not specified below"	Verbal Cooperation	0.0968	http://www.twincities.com/2017/09/15/department-of-justice-rolls-back-program-that-handled-review-of-st-anthony-police-department/
Ghana	38.4623	-92.302	TORONTO	Ghana	UNITED STATES	Ghana	"Consult, not specified below"	Verbal Conflict	0.0942	http://markets.businessinsider.com/news/stocks/Granite-Announces-Acquisition-of-US$122-8-Million-Portfolio-in-the-United-States-and-Leasing-Update-476056
"Ampara, Eastern, Sri Lanka"	32.9866	-83.6487	AIR FORCE	"Ampara, Eastern, Sri Lanka"	SRI LANKA	"Ampara, Eastern, Sri Lanka"	Make a visit	Verbal Conflict	0	http://www.pacaf.af.mil/News/Article-Display/Article/1313648/pacific-air-force-sri-lanka-host-pacific-airlift-rally/
	42.5667	-88.0501	ATTORNEY GENERAL		PRISON		"Arrest, detain, or charge with legal action"	Verbal Cooperation	0	http://www.al.com/news/birmingham/index.ssf/2017/09/mayor_bell_asks_president_trum.html
"Washington, District of Columbia, United States"	44.2563	-89.6385	CHAMBER OF COMMERCE	"Washington, District of Columbia, United States"	UNITED STATES	"Washington, District of Columbia, United States"	"Arrest, detain, or charge with legal action"	Verbal Cooperation	0	http://www.ktvn.com/story/36380292/senator-catherine-cortez-masto-came-to-reno-thursday
"Washington, District of Columbia, United States"	38.5816	-121.494	CHAMBER OF COMMERCE	"Reno, Nevada, United States"	UNITED STATES	"Reno, Nevada, United States"	"Arrest, detain, or charge with legal action"	Verbal Conflict	0	http://www.ktvn.com/story/36380292/senator-catherine-cortez-masto-came-to-reno-thursday
"Reno, Nevada, United States"	34.3668	-83.1999	CHAMBER OF COMMERCE	"Reno, Nevada, United States"	NEVADA	"Nevada, United States"	"Arrest, detain, or charge with legal action"	Verbal Conflict	0	http://www.ktvn.com/story/36380292/senator-catherine-cortez-masto-came-to-reno-thursday
	38.8951	-77.0364	COMMUNITY		POLICE		"Use conventional military force, not specified below"	Verbal Conflict	0	http://www.ladysmithchronicle.com/news/duncan-mother-found-safe/
"Kenosha County, Wisconsin, United States"	33.4936	-117.148	DEPUTIES	"Kenosha County, Wisconsin, United States"	WISCONSIN	"Wisconsin, United States"	Fight with small arms and light weapons	Material Cooperation	0	http://wwmt.com/news/offbeat/help-help-theres-a-kangaroo-loose-on-highway-l
"Wisconsin, United States"	38.4623	-92.302	DEPUTIES	"Kenosha County, Wisconsin, United States"	UNITED STATES	"Wisconsin, United States"	"Consult, not specified below"	Verbal Cooperation	0	http://www.kwch.com/content/news/Help-Help-Theres-a-kangaroo-loose-on-Highway-L-444775803.html
"South Island, Fiji (general), Fiji"	3.16667	101.7	FIJI	"South Island, Fiji (general), Fiji"			"Make statement, not specified below"	Verbal Cooperation	0	https://www.stuff.co.nz/the-press/news/96917237/arderns-charm-a-winner-in-otara
	49.15	-123.917	MALE				"Make statement, not specified below"	Verbal Cooperation	0	http://www.registerherald.com/news/15089/victim-witness-5k-to-be-held-2
Trinidad And Tobago	42.833333	12.833333	MINIST OF EDUCATION	Trinidad And Tobago			"Return, release, not specified below"	Verbal Cooperation	0	https://www.tv6tnt.com/news/7pmnews/tthti-considers-legal-action-against-education-min/article_a19de046-9a7a-11e7-a2df-d7889643004b.html
"Washington, District of Columbia, United States"	49.15	-123.917	NEVADA	"Washington, District of Columbia, United States"	CHAMBER OF COMMERCE	"Washington, District of Columbia, United States"	"Investigate, not specified below"	Verbal Cooperation	0	http://www.ktvn.com/story/36380292/senator-catherine-cortez-masto-came-to-reno-thursday
"Massachusetts, United States"	42.833333	12.833333	PHYSICIAN	"Massachusetts, United States"			"Disapprove, not specified below"	Material Cooperation	0	https://finance.yahoo.com/news/obamacare-repeals-last-gasp-48-49-votes-senator-says-151414497.html
	49.15	-123.917	POLICE		MEDIA		"Reject, not specified below"	Material Cooperation	0	http://www.ladysmithchronicle.com/news/duncan-mother-found-safe/
"Massachusetts, United States"	7.06667	3.73333	SENATOR	"Massachusetts, United States"			"Use conventional military force, not specified below"	Verbal Conflict	0	https://finance.yahoo.com/news/obamacare-repeals-last-gasp-48-49-votes-senator-says-151414497.html
"Ampara, Eastern, Sri Lanka"	38.8951	-77.0364	SRI LANKA	"Ampara, Eastern, Sri Lanka"			"Impose administrative sanctions, not specified below"	Material Cooperation	0	http://www.pacaf.af.mil/News/Article-Display/Article/1313648/pacific-air-force-sri-lanka-host-pacific-airlift-rally/
"Negombo, Western, Sri Lanka"	23	-102	SRI LANKA	"Negombo, Western, Sri Lanka"	AIR FORCE	"Negombo, Western, Sri Lanka"	Criticize or denounce	Material Cooperation	0	http://www.pacaf.af.mil/News/Article-Display/Article/1313648/pacific-air-force-sri-lanka-host-pacific-airlift-rally/
"Kenosha County, Wisconsin, United States"	43.6667	-79.4167	UNITED STATES	"Kenosha County, Wisconsin, United States"			Criticize or denounce	Material Cooperation	0	http://wwmt.com/news/offbeat/help-help-theres-a-kangaroo-loose-on-highway-l
"Reno, Nevada, United States"	43.6667	-79.4167	UNITED STATES	"Reno, Nevada, United States"	CHAMBER OF COMMERCE	"Reno, Nevada, United States"	Criticize or denounce	Verbal Cooperation	0	http://www.ktvn.com/story/36380292/senator-catherine-cortez-masto-came-to-reno-thursday
"White House, District of Columbia, United States"	38.8951	-77.0364	UNITED STATES	"White House, District of Columbia, United States"	BANK	"White House, District of Columbia, United States"	Express intent to meet or negotiate	Verbal Conflict	0	https://finance.yahoo.com/news/obamacare-repeals-last-gasp-48-49-votes-senator-says-151414497.html
"Kenosha County, Wisconsin, United States"	42.1497	-74.9384	UNITED STATES	"Kenosha County, Wisconsin, United States"	DEPUTIES	"Kenosha County, Wisconsin, United States"	Complain officially	Verbal Cooperation	0	http://wwmt.com/news/offbeat/help-help-theres-a-kangaroo-loose-on-highway-l
"Washington, District of Columbia, United States"	38.8951	-77.0364	UNITED STATES	"Washington, District of Columbia, United States"	GOVERNOR	"Virginia, United States"	"Demonstrate or rally, not specified below"	Material Cooperation	0	https://finance.yahoo.com/news/obamacare-repeals-last-gasp-48-49-votes-senator-says-151414497.html
"Washington, District of Columbia, United States"	38.35	-104.723	UNITED STATES	"Washington, District of Columbia, United States"	PHYSICIAN	"Washington, District of Columbia, United States"	"Arrest, detain, or charge with legal action"	Verbal Cooperation	0	https://finance.yahoo.com/news/obamacare-repeals-last-gasp-48-49-votes-senator-says-151414497.html
"Washington, District of Columbia, United States"	39.0646	-105.327	UNITED STATES	"White House, District of Columbia, United States"	UNITED STATES	"Washington, District of Columbia, United States"	"Arrest, detain, or charge with legal action"	Material Conflict	0	https://finance.yahoo.com/news/obamacare-repeals-last-gasp-48-49-votes-senator-says-151414497.html
"Kano, Kano, Nigeria"	39.9523	-75.1638	WEBSITE	"Kano, Kano, Nigeria"			"Consult, not specified below"	Material Conflict	0	http://punchng.com/ganduje-re-appoints-dangote-ksut-chancellor/
"Kano State, Kano, Nigeria"	45.0833	-64.3667	WEBSITE	"Kano State, Kano, Nigeria"			Praise or endorse	Verbal Cooperation	0	http://punchng.com/ganduje-re-appoints-dangote-ksut-chancellor/
Trinidad And Tobago	39.9523	-75.1638			MINIST OF EDUCATION	Trinidad And Tobago	Praise or endorse	Material Cooperation	0	https://www.tv6tnt.com/news/7pmnews/tthti-considers-legal-action-against-education-min/article_a19de046-9a7a-11e7-a2df-d7889643004b.html
"Massachusetts, United States"	-16.4167	179.383			SENATOR	"Massachusetts, United States"	"Engage in material cooperation, not specified below"	Verbal Cooperation	0	https://finance.yahoo.com/news/obamacare-repeals-last-gasp-48-49-votes-senator-says-151414497.html
"Ampara, Eastern, Sri Lanka"	39.5296	-119.814			SRI LANKA	"Ampara, Eastern, Sri Lanka"	"Provide aid, not specified below"	Material Cooperation	0	http://www.pacaf.af.mil/News/Article-Display/Article/1313648/pacific-air-force-sri-lanka-host-pacific-airlift-rally/
	38.4199	-117.122			MALE		"Provide aid, not specified below"	Verbal Cooperation	0	http://www.registerherald.com/news/15089/victim-witness-5k-to-be-held-2
"Montreal, Quebec, Canada"			CANADA	Iraq	SENATE	"Montreal, Quebec, Canada"	"Investigate, not specified below"	Verbal Cooperation	-0.0968	https://www.insidebelleville.com/whatson-story/7558928-brooklyn-beckham-s-university-fangirls-/
"Jakarta, Jakarta Raya, Indonesia"	-46.6333	168.883	INDONESIA	"Jakarta, Jakarta Raya, Indonesia"			"Reject, not specified below"	Verbal Cooperation	-0.1406	http://nowjakarta.co.id/reviving-minangkabau-songket
Switzerland	21.1098	-157.531	INDONESIA	Switzerland			"Threaten, not specified below"	Verbal Cooperation	-0.1406	http://nowjakarta.co.id/reviving-minangkabau-songket
"Bukittinggi, Sumatera Utara, Indonesia"	10	8	INDONESIA	"Bukittinggi, Sumatera Utara, Indonesia"			Torture	Verbal Cooperation	-0.1406	http://nowjakarta.co.id/reviving-minangkabau-songket
Switzerland	10	8	JAKARTA	Switzerland			"Use conventional military force, not specified below"	Verbal Cooperation	-0.1406	http://nowjakarta.co.id/reviving-minangkabau-songket
"Jakarta, Jakarta Raya, Indonesia"	21.1098	-157.531	JAKARTA	"Jakarta, Jakarta Raya, Indonesia"	MINANGKABAU	"Jakarta, Jakarta Raya, Indonesia"	Fight with small arms and light weapons	Verbal Conflict	-0.1406	http://nowjakarta.co.id/reviving-minangkabau-songket
Switzerland			JAKARTA	Switzerland	MINANGKABAU	Switzerland	"Engage in material cooperation, not specified below"	Verbal Conflict	-0.1406	http://nowjakarta.co.id/reviving-minangkabau-songket
"Bukittinggi, Sumatera Utara, Indonesia"	14.5833	121	SWITZERLAND	Switzerland	INDONESIA	"Bukittinggi, Sumatera Utara, Indonesia"	"Make statement, not specified below"	Verbal Cooperation	-0.1406	http://nowjakarta.co.id/reviving-minangkabau-songket
Switzerland	14.5833	121	SWITZERLAND	Switzerland	INDONESIA	Switzerland	"Make statement, not specified below"	Verbal Cooperation	-0.1406	http://nowjakarta.co.id/reviving-minangkabau-songket
"Ripin, Nusa Tenggara Barat, Indonesia"	13	105	INDONESIA	"Ripin, Nusa Tenggara Barat, Indonesia"	INVESTOR	"Ripin, Nusa Tenggara Barat, Indonesia"	Engage in negotiation	Verbal Cooperation	-0.1792	https://www.indonesia-investments.com/news/todays-headlines/investment-in-indonesia-great-opportunities-for-steel-producers/item8207
China			INDONESIA	China	INDUSTRY	China	Complain officially	Verbal Cooperation	-0.1792	https://www.indonesia-investments.com/news/todays-headlines/investment-in-indonesia-great-opportunities-for-steel-producers/item8207
"Ripin, Nusa Tenggara Barat, Indonesia"	61.385	-152.268	INDONESIAN	"Ripin, Nusa Tenggara Barat, Indonesia"	SOUTH KOREA	"Ripin, Nusa Tenggara Barat, Indonesia"	"Make an appeal or request, not specified below"	Verbal Cooperation	-0.1792	https://www.indonesia-investments.com/news/todays-headlines/investment-in-indonesia-great-opportunities-for-steel-producers/item8207
"Ripin, Nusa Tenggara Barat, Indonesia"	40.5773	-77.264	INDONESIAN	"Ripin, Nusa Tenggara Barat, Indonesia"	SOUTH KOREA	South Korea	"Arrest, detain, or charge with legal action"	Verbal Cooperation	-0.1792	https://www.indonesia-investments.com/news/todays-headlines/investment-in-indonesia-great-opportunities-for-steel-producers/item8207
"Ripin, Nusa Tenggara Barat, Indonesia"	44.0407	-72.7093	INVESTOR	"Ripin, Nusa Tenggara Barat, Indonesia"			"Arrest, detain, or charge with legal action"	Verbal Cooperation	-0.1792	https://www.indonesia-investments.com/news/todays-headlines/investment-in-indonesia-great-opportunities-for-steel-producers/item8207
"Ripin, Nusa Tenggara Barat, Indonesia"	8	10.5	KRAKATAU	"Ripin, Nusa Tenggara Barat, Indonesia"	SOUTH KOREA	"Ripin, Nusa Tenggara Barat, Indonesia"	Make optimistic comment	Verbal Cooperation	-0.1792	https://www.indonesia-investments.com/news/todays-headlines/investment-in-indonesia-great-opportunities-for-steel-producers/item8207
